"","ID","Earnings"
"2680",2680,15.011
"2681",2681,15.907
"2682",2682,15.105
"2683",2683,12.355
"2684",2684,15.672
"2685",2685,16.156
"2686",2686,12.985
"2687",2687,12.891
"2688",2688,11.712
"2689",2689,16.951
"2690",2690,12.078
"2691",2691,13.136
"2692",2692,14.867
"2693",2693,13.181
"2694",2694,15.357
"2695",2695,11.101
"2696",2696,12.402
"2697",2697,16.093
"2698",2698,13.999
"2699",2699,15.804
"2700",2700,12.192
"2701",2701,15.589
"2702",2702,14.027
"2703",2703,10.916
"2704",2704,11.855
"2705",2705,12.565
"2706",2706,16.722
"2707",2707,16.46
"2708",2708,12.852
"2709",2709,10.888
"2710",2710,14.475
"2711",2711,14.695
"2712",2712,13.824
"2713",2713,11.202
"2714",2714,11.65
"2715",2715,14.812
"2716",2716,12.823
"2717",2717,10.962
"2718",2718,13.699
"2719",2719,13.924
"2720",2720,16.881
"2721",2721,11.079
"2722",2722,11.071
"2723",2723,12.528
"2724",2724,10.918
"2725",2725,11.659
"2726",2726,12.84
"2727",2727,14.117
"2728",2728,11.847
"2729",2729,13.604
"2730",2730,11.947
"2731",2731,11.431
"2732",2732,13.077
"2733",2733,17.075
"2734",2734,14.016
"2735",2735,16.164
"2736",2736,12.066
"2737",2737,13.405
"2738",2738,13.502
"2739",2739,12.888
"2740",2740,12.859
"2741",2741,14.081
"2742",2742,13.915
"2743",2743,16.218
"2744",2744,11.307
"2745",2745,14.875
"2746",2746,15.304
"2747",2747,12.636
"2748",2748,15.413
"2749",2749,12.698
"2750",2750,15.592
"2751",2751,12.631
"2752",2752,11.842
"2753",2753,11.67
"2754",2754,12.671
"2755",2755,15.254
"2756",2756,15.036
"2757",2757,13.45
"2758",2758,16.457
"2759",2759,14.82
"2760",2760,13.392
"2761",2761,14.441
"2762",2762,13.284
"2763",2763,15.343
"2764",2764,11.782
"2765",2765,12.485
"2766",2766,14.691
"2767",2767,13.149
"2768",2768,14.226
"2769",2769,15.19
"2770",2770,11.788
"2771",2771,15.401
"2772",2772,13.505
"2773",2773,13.579
"2774",2774,12.759
"2775",2775,11.197
"2776",2776,15.769
"2777",2777,16.268
"2778",2778,15.743
"2779",2779,11.944
"2780",2780,16.679
"2781",2781,16.698
"2782",2782,14.46
"2783",2783,16.24
"2784",2784,11.167
"2785",2785,16.609
"2786",2786,15.933
"2787",2787,12.289
"2788",2788,17.012
"2789",2789,15.301
"2790",2790,16.089
"2791",2791,14.224
"2792",2792,15.003
"2793",2793,14.048
"2794",2794,13.031
"2795",2795,16.372
"2796",2796,16.405
"2797",2797,15.632
"2798",2798,14.011
"2799",2799,14.321
"2800",2800,14.024
"2801",2801,10.932
"2802",2802,15.956
"2803",2803,16.378
"2804",2804,12.208
"2805",2805,13.489
"2806",2806,13.122
"2807",2807,13.748
"2808",2808,14.567
"2809",2809,13.289
"2810",2810,14.904
"2811",2811,16.901
"2812",2812,14.211
"2813",2813,16.232
"2814",2814,13.705
"2815",2815,12.231
"2816",2816,12.706
"2817",2817,11.357
"2818",2818,13.106
"2819",2819,13.789
"2820",2820,11.205
"2821",2821,16.922
"2822",2822,11.899
"2823",2823,11.537
"2824",2824,16.851
"2825",2825,11.469
"2826",2826,12.58
"2827",2827,11.597
"2828",2828,13.704
"2829",2829,13.112
"2830",2830,15.333
"2831",2831,11.974
"2832",2832,13.651
"2833",2833,16.688
"2834",2834,14.81
"2835",2835,16.29
"2836",2836,15.986
"2837",2837,11.24
"2838",2838,13.332
"2839",2839,14.285
"2840",2840,10.935
"2841",2841,15.014
"2842",2842,14.112
"2843",2843,15.321
"2844",2844,13.331
"2845",2845,12.415
"2846",2846,11.859
"2847",2847,14.683
"2848",2848,16.797
"2849",2849,16.392
"2850",2850,13.95
"2851",2851,13.872
"2852",2852,12.645
"2853",2853,12.361
"2854",2854,13.794
"2855",2855,13.646
"2856",2856,11.218
"2857",2857,15.914
"2858",2858,15.308
"2859",2859,15.563
"2860",2860,17.098
"2861",2861,17.089
"2862",2862,13.359
"2863",2863,13.585
"2864",2864,12.464
"2865",2865,13.731
"2866",2866,11.494
"2867",2867,14.072
"2868",2868,11.957
"2869",2869,14.606
"2870",2870,16.415
"2871",2871,14.316
"2872",2872,13.008
"2873",2873,12.516
"2874",2874,12.988
"2875",2875,12.755
"2876",2876,17.008
"2877",2877,13.866
"2878",2878,16.158
"2879",2879,15.058
"2880",2880,13.571
"2881",2881,15.784
"2882",2882,15.185
"2883",2883,10.843
"2884",2884,16.386
"2885",2885,14.275
"2886",2886,16.44
"2887",2887,13.795
"2888",2888,15.658
"2889",2889,14.353
"2890",2890,13.774
"2891",2891,15.767
"2892",2892,11.528
"2893",2893,13.519
"2894",2894,15.421
"2895",2895,14.866
"2896",2896,13.709
"2897",2897,16.334
"2898",2898,13.202
"2899",2899,13.979
"2900",2900,11.647
"2901",2901,10.919
"2902",2902,14.859
"2903",2903,16.594
"2904",2904,12.916
"2905",2905,16.336
"2906",2906,15.841
"2907",2907,16.6
"2908",2908,13.553
"2909",2909,12.899
"2910",2910,16.882
"2911",2911,13.764
"2912",2912,12.855
"2913",2913,13.998
"2914",2914,16.578
"2915",2915,16.764
"2916",2916,16.72
"2917",2917,13.628
"2918",2918,11.416
"2919",2919,16.355
"2920",2920,16.377
"2921",2921,16.065
"2922",2922,15.995
"2923",2923,13.702
"2924",2924,12.611
"2925",2925,12.776
"2926",2926,11.155
"2927",2927,13.034
"2928",2928,13.963
"2929",2929,13.35
"2930",2930,10.991
"2931",2931,13.151
"2932",2932,16.317
"2933",2933,13.525
"2934",2934,11.344
"2935",2935,14.905
"2936",2936,15.792
"2937",2937,12.928
"2938",2938,11.916
"2939",2939,11.789
"2940",2940,13.523
"2941",2941,15.682
"2942",2942,12.46
"2943",2943,12.545
"2944",2944,16.335
"2945",2945,14.489
"2946",2946,16.906
"2947",2947,13.36
"2948",2948,11.741
"2949",2949,11.714
"2950",2950,16.926
"2951",2951,12.399
"2952",2952,12.17
"2953",2953,13.564
"2954",2954,15.438
"2955",2955,16.509
"2956",2956,15.623
"2957",2957,16.059
"2958",2958,13.972
"2959",2959,15.15
"2960",2960,12.974
"2961",2961,15.874
"2962",2962,13.336
"2963",2963,10.982
"2964",2964,11.953
"2965",2965,15.267
"2966",2966,13.304
"2967",2967,15.246
"2968",2968,16.755
"2969",2969,11.122
"2970",2970,13.104
"2971",2971,16.339
"2972",2972,11.449
"2973",2973,16.592
"2974",2974,16.245
"2975",2975,12.992
"2976",2976,11.338
"2977",2977,14.43
"2978",2978,15.166
"2979",2979,16.725
"2980",2980,13.241
"2981",2981,12.712
"2982",2982,15.137
"2983",2983,15.946
"2984",2984,11.345
"2985",2985,13.215
"2986",2986,12.136
"2987",2987,15.626
"2988",2988,13.851
"2989",2989,16.513
"2990",2990,12.646
"2991",2991,13.301
"2992",2992,15.549
"2993",2993,15.817
"2994",2994,11.817
"2995",2995,12.382
"2996",2996,13.468
"2997",2997,16.993
"2998",2998,10.813
"2999",2999,13.395
"3000",3000,15.94
"3001",3001,14.627
"3002",3002,16.326
"3003",3003,13.396
"3004",3004,12.286
"3005",3005,16.632
"3006",3006,13.613
"3007",3007,12.91
"3008",3008,14.493
"3009",3009,15.731
"3010",3010,13.453
"3011",3011,15.761
"3012",3012,11.91
"3013",3013,16.443
"3014",3014,16.723
"3015",3015,11.549
"3016",3016,10.802
"3017",3017,12.685
"3018",3018,14.736
"3019",3019,16.838
"3020",3020,13.439
"3021",3021,12.546
"3022",3022,12.808
"3023",3023,15.833
"3024",3024,13.068
"3025",3025,10.994
"3026",3026,16.173
"3027",3027,11.722
"3028",3028,17.028
"3029",3029,15.539
"3030",3030,12.701
"3031",3031,14.265
"3032",3032,16.07
"3033",3033,13.115
"3034",3034,12.121
"3035",3035,13.976
"3036",3036,15.982
"3037",3037,16.387
"3038",3038,11.771
"3039",3039,15.88
"3040",3040,14.009
"3041",3041,16.032
"3042",3042,14.955
"3043",3043,13.875
"3044",3044,14.043
"3045",3045,12.423
"3046",3046,12.306
"3047",3047,13.597
"3048",3048,17.081
"3049",3049,11.153
"3050",3050,15.332
"3051",3051,11.29
"3052",3052,12.664
"3053",3053,16.732
"3054",3054,11.335
"3055",3055,14.097
"3056",3056,16.037
"3057",3057,14.212
"3058",3058,16.731
"3059",3059,14.533
"3060",3060,15.791
"3061",3061,16.226
"3062",3062,13.698
"3063",3063,15.138
"3064",3064,14.74
"3065",3065,14.769
"3066",3066,12.949
"3067",3067,13.499
"3068",3068,13.719
"3069",3069,14.995
"3070",3070,14.3
"3071",3071,13.167
"3072",3072,12.788
"3073",3073,13.633
"3074",3074,15.757
"3075",3075,13.261
"3076",3076,15.391
"3077",3077,15.141
"3078",3078,12.091
"3079",3079,13.055
"3080",3080,11.689
"3081",3081,14.293
"3082",3082,14.094
"3083",3083,16.965
"3084",3084,12.428
"3085",3085,17.003
"3086",3086,13.596
"3087",3087,11.302
"3088",3088,11.445
"3089",3089,11.283
"3090",3090,11.942
"3091",3091,14.828
"3092",3092,11.852
"3093",3093,14.899
"3094",3094,12.273
"3095",3095,11.424
"3096",3096,14.069
"3097",3097,14.654
"3098",3098,15.562
"3099",3099,13.086
"3100",3100,12.639
"3101",3101,11.508
"3102",3102,12.925
"3103",3103,10.851
"3104",3104,13.313
"3105",3105,16.229
"3106",3106,14.428
"3107",3107,15.732
"3108",3108,12.212
"3109",3109,11.578
"3110",3110,12.927
"3111",3111,12.972
"3112",3112,15.957
"3113",3113,16.063
"3114",3114,12.851
"3115",3115,13.779
"3116",3116,13.051
"3117",3117,15.459
"3118",3118,12.924
"3119",3119,11.818
"3120",3120,14.817
"3121",3121,15.497
"3122",3122,16.694
"3123",3123,12.479
"3124",3124,11.921
"3125",3125,16.973
"3126",3126,15.217
"3127",3127,16.781
"3128",3128,15.806
"3129",3129,14.935
"3130",3130,15.93
"3131",3131,16.985
"3132",3132,16.576
"3133",3133,11.081
"3134",3134,16.075
"3135",3135,12.113
"3136",3136,15.713
"3137",3137,15.989
"3138",3138,16.662
"3139",3139,10.862
"3140",3140,12.432
"3141",3141,12.063
"3142",3142,11.511
"3143",3143,16.116
"3144",3144,14.932
"3145",3145,14.029
"3146",3146,12.083
"3147",3147,15.954
"3148",3148,12.923
"3149",3149,13.091
"3150",3150,11.666
"3151",3151,12.373
"3152",3152,12.549
"3153",3153,11.371
"3154",3154,11.94
"3155",3155,16.575
"3156",3156,14.755
"3157",3157,11.065
"3158",3158,15.129
"3159",3159,16.424
"3160",3160,16.476
"3161",3161,12.317
"3162",3162,13.801
"3163",3163,16.989
"3164",3164,12.614
"3165",3165,10.917
"3166",3166,13.733
"3167",3167,13.297
"3168",3168,13.841
"3169",3169,16.651
"3170",3170,13.558
"3171",3171,15.205
"3172",3172,15.654
"3173",3173,14.42
"3174",3174,16.84
"3175",3175,13.141
"3176",3176,13.426
"3177",3177,15.32
"3178",3178,14.022
"3179",3179,16.558
"3180",3180,13.967
"3181",3181,15.115
"3182",3182,13.69
"3183",3183,13.231
"3184",3184,13.307
"3185",3185,16.865
"3186",3186,15.763
"3187",3187,11.509
"3188",3188,10.842
"3189",3189,16.66
"3190",3190,13.216
"3191",3191,12.456
"3192",3192,13.271
"3193",3193,13.475
"3194",3194,14.565
"3195",3195,11.598
"3196",3196,16.315
"3197",3197,16.682
"3198",3198,14.247
"3199",3199,13.599
"3200",3200,12.072
"3201",3201,14.327
"3202",3202,16.312
"3203",3203,14.709
"3204",3204,12.06
"3205",3205,15.883
"3206",3206,14.001
"3207",3207,15.325
"3208",3208,11.011
"3209",3209,15.007
"3210",3210,13.266
"3211",3211,11.986
"3212",3212,16.33
"3213",3213,13.847
"3214",3214,12.936
"3215",3215,10.86
"3216",3216,11.305
"3217",3217,15.951
"3218",3218,11.432
"3219",3219,15.578
"3220",3220,11.821
"3221",3221,15.207
"3222",3222,16.477
"3223",3223,16.05
"3224",3224,12.818
"3225",3225,13.92
"3226",3226,13.556
"3227",3227,12.081
"3228",3228,15.179
"3229",3229,16.301
"3230",3230,12.447
"3231",3231,14.67
"3232",3232,12.695
"3233",3233,15.689
"3234",3234,12.28
"3235",3235,15.157
"3236",3236,16.085
"3237",3237,16.73
"3238",3238,14.064
"3239",3239,12.892
"3240",3240,15.013
"3241",3241,16.45
"3242",3242,14.868
"3243",3243,15.448
"3244",3244,15.315
"3245",3245,14.188
"3246",3246,14.945
"3247",3247,12.978
"3248",3248,16.382
"3249",3249,10.822
"3250",3250,13.096
"3251",3251,13.816
"3252",3252,15.973
"3253",3253,12.13
"3254",3254,16.309
"3255",3255,11.282
"3256",3256,12.801
"3257",3257,14.433
"3258",3258,15.209
"3259",3259,14.665
"3260",3260,15.399
"3261",3261,15.752
"3262",3262,13.451
"3263",3263,16.016
"3264",3264,14.879
"3265",3265,13.64
"3266",3266,17.072
"3267",3267,12.444
"3268",3268,11.046
"3269",3269,14.346
"3270",3270,11.875
"3271",3271,11.713
"3272",3272,15.819
"3273",3273,16.204
"3274",3274,13.541
"3275",3275,13.381
"3276",3276,16.118
"3277",3277,10.877
"3278",3278,11.304
"3279",3279,13.929
"3280",3280,16.416
"3281",3281,12.713
"3282",3282,16.002
"3283",3283,12.341
"3284",3284,14.047
"3285",3285,11.238
"3286",3286,13.63
"3287",3287,16.404
"3288",3288,11.411
"3289",3289,13.546
"3290",3290,10.937
"3291",3291,11.172
"3292",3292,13.325
"3293",3293,14.947
"3294",3294,16.774
"3295",3295,15.117
"3296",3296,11.588
"3297",3297,15.779
"3298",3298,14.447
"3299",3299,11.931
"3300",3300,12.258
"3301",3301,14.731
"3302",3302,12.143
"3303",3303,16.082
"3304",3304,12.246
"3305",3305,16.013
"3306",3306,13.547
"3307",3307,15.403
"3308",3308,16.12
"3309",3309,15.302
"3310",3310,11.091
"3311",3311,11.587
"3312",3312,12.64
"3313",3313,13.852
"3314",3314,13.99
"3315",3315,15.537
"3316",3316,12.557
"3317",3317,15.716
"3318",3318,11.461
"3319",3319,12.025
"3320",3320,16.547
"3321",3321,14.282
"3322",3322,11.753
"3323",3323,14.193
"3324",3324,11.854
"3325",3325,15.235
"3326",3326,14.85
"3327",3327,14.111
"3328",3328,14.536
"3329",3329,11.539
"3330",3330,14.716
"3331",3331,12.206
"3332",3332,17.078
"3333",3333,16.886
"3334",3334,12.769
"3335",3335,14.678
"3336",3336,14.73
"3337",3337,11.751
"3338",3338,15.063
"3339",3339,14.872
"3340",3340,11.525
"3341",3341,12.694
"3342",3342,16.494
"3343",3343,12.029
"3344",3344,12.593
"3345",3345,15.309
"3346",3346,16.162
"3347",3347,11.22
"3348",3348,13.165
"3349",3349,14.618
"3350",3350,12.29
"3351",3351,16.138
"3352",3352,16.225
"3353",3353,14.102
"3354",3354,13.464
"3355",3355,13.765
"3356",3356,15.87
"3357",3357,15.188
"3358",3358,16.763
"3359",3359,13.276
"3360",3360,15.636
"3361",3361,12.077
"3362",3362,17.08
"3363",3363,11.415
"3364",3364,15.853
"3365",3365,14.046
"3366",3366,16.645
"3367",3367,13.416
"3368",3368,14.927
"3369",3369,16.733
"3370",3370,11.39
"3371",3371,14.696
"3372",3372,15.017
"3373",3373,16.168
"3374",3374,13.806
"3375",3375,15.348
"3376",3376,13.038
"3377",3377,12.893
"3378",3378,11.564
"3379",3379,16.149
"3380",3380,12.302
"3381",3381,15.886
"3382",3382,13.201
"3383",3383,16.459
"3384",3384,13.752
"3385",3385,15.786
"3386",3386,12.318
"3387",3387,15.74
"3388",3388,13.029
"3389",3389,12.147
"3390",3390,11.54
"3391",3391,12.385
"3392",3392,16.665
"3393",3393,11.062
"3394",3394,13.476
"3395",3395,12.827
"3396",3396,11.464
"3397",3397,15.386
"3398",3398,12.15
"3399",3399,16.257
"3400",3400,11.876
"3401",3401,12.115
"3402",3402,11.804
"3403",3403,14.037
"3404",3404,11.477
"3405",3405,13.061
"3406",3406,13.605
"3407",3407,13.649
"3408",3408,12.539
"3409",3409,13.843
"3410",3410,16.04
"3411",3411,15.527
"3412",3412,11.83
"3413",3413,11.554
"3414",3414,15.553
"3415",3415,16.943
"3416",3416,14.216
"3417",3417,11.795
"3418",3418,13.046
"3419",3419,11.139
"3420",3420,13.279
"3421",3421,14.557
"3422",3422,14.663
"3423",3423,14.363
"3424",3424,11.964
"3425",3425,11.862
"3426",3426,11.76
"3427",3427,13.591
"3428",3428,16.583
"3429",3429,13.607
"3430",3430,15.725
"3431",3431,16.349
"3432",3432,12.237
"3433",3433,15.934
"3434",3434,11.706
"3435",3435,12.598
"3436",3436,14.517
"3437",3437,14.991
"3438",3438,14.315
"3439",3439,11.082
"3440",3440,12.047
"3441",3441,16.209
"3442",3442,13.947
"3443",3443,12.822
"3444",3444,12.534
"3445",3445,14.429
"3446",3446,14.281
"3447",3447,12.152
"3448",3448,11.313
"3449",3449,10.972
"3450",3450,11.496
"3451",3451,16.858
"3452",3452,17.014
"3453",3453,11.403
"3454",3454,15.361
"3455",3455,11.023
"3456",3456,11.296
"3457",3457,11.156
"3458",3458,16.031
"3459",3459,15.831
"3460",3460,11.934
"3461",3461,11.15
"3462",3462,11.257
"3463",3463,13.018
"3464",3464,16.403
"3465",3465,12.263
"3466",3466,15.214
"3467",3467,12.044
"3468",3468,16.06
"3469",3469,15.09
"3470",3470,12.172
"3471",3471,10.874
"3472",3472,13.863
"3473",3473,14.026
"3474",3474,12.601
"3475",3475,14.737
"3476",3476,11.676
"3477",3477,14.524
"3478",3478,12.997
"3479",3479,15.551
"3480",3480,11.2
"3481",3481,11.361
"3482",3482,15.814
"3483",3483,11.485
"3484",3484,11.317
"3485",3485,10.846
"3486",3486,11.545
"3487",3487,15.624
"3488",3488,14.762
"3489",3489,11.148
"3490",3490,16.376
"3491",3491,16.854
"3492",3492,15.387
"3493",3493,15.295
"3494",3494,13.199
"3495",3495,16.391
"3496",3496,14.288
"3497",3497,14.448
"3498",3498,13.378
"3499",3499,12.374
"3500",3500,15.944
"3501",3501,11.633
"3502",3502,12.536
"3503",3503,14.545
"3504",3504,13.073
"3505",3505,11.811
"3506",3506,12.245
"3507",3507,14.668
"3508",3508,13.006
"3509",3509,16.812
"3510",3510,15.402
"3511",3511,15.783
"3512",3512,12.93
"3513",3513,11.059
"3514",3514,16.426
"3515",3515,14.556
"3516",3516,15.162
"3517",3517,11.566
"3518",3518,14.466
"3519",3519,15.812
"3520",3520,12.241
"3521",3521,16.953
"3522",3522,16.302
"3523",3523,13.419
"3524",3524,11.663
"3525",3525,15.064
"3526",3526,12.647
"3527",3527,13.683
"3528",3528,12.89
"3529",3529,11.694
"3530",3530,16.988
"3531",3531,13.341
"3532",3532,16.181
"3533",3533,13.611
"3534",3534,15.189
"3535",3535,10.984
"3536",3536,12.378
"3537",3537,14.745
"3538",3538,15.891
"3539",3539,13.911
"3540",3540,15.694
"3541",3541,14.312
"3542",3542,13.887
"3543",3543,16.212
"3544",3544,12.586
"3545",3545,11.46
"3546",3546,14.963
"3547",3547,11.914
"3548",3548,12.615
"3549",3549,16.695
"3550",3550,15.663
"3551",3551,14.143
"3552",3552,16.431
"3553",3553,14.561
"3554",3554,12.872
"3555",3555,16.077
"3556",3556,15.573
"3557",3557,12.173
"3558",3558,16.184
"3559",3559,15.37
"3560",3560,11.002
"3561",3561,11.662
"3562",3562,16.16
"3563",3563,14.75
"3564",3564,13.401
"3565",3565,14.234
"3566",3566,14.03
"3567",3567,16.22
"3568",3568,11.911
"3569",3569,12.166
"3570",3570,14.638
"3571",3571,14.419
"3572",3572,11.312
"3573",3573,11.907
"3574",3574,12.367
"3575",3575,14.499
"3576",3576,14.862
"3577",3577,17.06
"3578",3578,11.038
"3579",3579,16.794
"3580",3580,12.562
"3581",3581,12.828
"3582",3582,15.542
"3583",3583,12.805
"3584",3584,13.472
"3585",3585,14.555
"3586",3586,11.486
"3587",3587,15.564
"3588",3588,15.849
"3589",3589,10.976
"3590",3590,11.956
"3591",3591,11.923
"3592",3592,11.054
"3593",3593,12.913
"3594",3594,16.185
"3595",3595,11.639
"3596",3596,13.572
"3597",3597,12.871
"3598",3598,16.1
"3599",3599,11.219
"3600",3600,14.362
"3601",3601,16.155
"3602",3602,14.486
"3603",3603,11.759
"3604",3604,12.145
"3605",3605,11.277
"3606",3606,14.406
"3607",3607,14.106
"3608",3608,13.732
"3609",3609,13.281
"3610",3610,12.449
"3611",3611,11.355
"3612",3612,10.855
"3613",3613,13.842
"3614",3614,11.61
"3615",3615,11.823
"3616",3616,15.936
"3617",3617,11.012
"3618",3618,14.551
"3619",3619,14.341
"3620",3620,11.584
"3621",3621,15.522
"3622",3622,14.358
"3623",3623,13.776
"3624",3624,11.783
"3625",3625,16.448
"3626",3626,14.732
"3627",3627,12.526
"3628",3628,14.573
"3629",3629,13.768
"3630",3630,15.64
"3631",3631,16.055
"3632",3632,14.159
"3633",3633,11.072
"3634",3634,11.982
"3635",3635,11.443
"3636",3636,13.056
"3637",3637,12.839
"3638",3638,12.951
"3639",3639,11.807
"3640",3640,11.231
"3641",3641,16.419
"3642",3642,13.652
"3643",3643,14.084
"3644",3644,12.628
"3645",3645,13.41
"3646",3646,10.998
"3647",3647,14.014
"3648",3648,11.57
"3649",3649,15.572
"3650",3650,11.557
"3651",3651,13.946
"3652",3652,16.832
"3653",3653,12.996
"3654",3654,17.021
"3655",3655,13.078
"3656",3656,13.626
"3657",3657,14.474
"3658",3658,13.622
"3659",3659,14.003
"3660",3660,14.922
"3661",3661,11.252
"3662",3662,14.121
"3663",3663,11.123
"3664",3664,11.526
"3665",3665,14.035
"3666",3666,11.143
"3667",3667,16.955
"3668",3668,11.413
"3669",3669,15.43
"3670",3670,10.85
"3671",3671,16.175
"3672",3672,14.34
"3673",3673,13.057
"3674",3674,16.413
"3675",3675,12.987
"3676",3676,14.198
"3677",3677,12.583
"3678",3678,13.099
"3679",3679,14.432
"3680",3680,13.064
"3681",3681,11.826
"3682",3682,14.451
"3683",3683,13.945
"3684",3684,16.069
"3685",3685,12.502
"3686",3686,14.427
"3687",3687,13.039
"3688",3688,13.222
"3689",3689,15.134
"3690",3690,14.77
"3691",3691,12.97
"3692",3692,14.109
"3693",3693,16.568
"3694",3694,16.079
"3695",3695,15.397
"3696",3696,13.701
"3697",3697,16.976
"3698",3698,10.997
"3699",3699,13.361
"3700",3700,13.407
"3701",3701,13.833
"3702",3702,14.625
"3703",3703,12.777
"3704",3704,13.853
"3705",3705,13.497
"3706",3706,15.863
"3707",3707,15.73
"3708",3708,14.655
"3709",3709,12.711
"3710",3710,10.808
"3711",3711,11.168
"3712",3712,16.527
"3713",3713,16.673
"3714",3714,14.036
"3715",3715,12.105
"3716",3716,15.364
"3717",3717,11.979
"3718",3718,15.755
"3719",3719,15.997
"3720",3720,14.277
"3721",3721,13.601
"3722",3722,14.913
"3723",3723,15.08
"3724",3724,14.628
"3725",3725,15.832
"3726",3726,15.228
"3727",3727,12.571
"3728",3728,12.03
"3729",3729,12.272
"3730",3730,12.342
"3731",3731,16.718
"3732",3732,15.144
"3733",3733,10.941
"3734",3734,15.241
"3735",3735,11.925
"3736",3736,10.875
"3737",3737,14.461
"3738",3738,10.922
"3739",3739,13.697
"3740",3740,17.011
"3741",3741,10.938
"3742",3742,14.078
"3743",3743,16.311
"3744",3744,15.395
"3745",3745,17.004
"3746",3746,10.891
"3747",3747,11.27
"3748",3748,12.487
"3749",3749,11.748
"3750",3750,16.26
"3751",3751,12.353
"3752",3752,12.167
"3753",3753,11.028
"3754",3754,16.942
"3755",3755,12.426
"3756",3756,14.127
"3757",3757,12.259
"3758",3758,14.96
"3759",3759,14.491
"3760",3760,16.262
"3761",3761,10.856
"3762",3762,15.96
"3763",3763,14.145
"3764",3764,16.945
"3765",3765,13.147
"3766",3766,16.649
"3767",3767,15.02
"3768",3768,10.981
"3769",3769,13.828
"3770",3770,15.394
"3771",3771,16.447
"3772",3772,15.695
"3773",3773,13.268
"3774",3774,13.669
"3775",3775,15.025
"3776",3776,16.21
"3777",3777,15.475
"3778",3778,12.162
"3779",3779,13.023
"3780",3780,14.342
"3781",3781,11.137
"3782",3782,11.112
"3783",3783,15.25
"3784",3784,15.607
"3785",3785,11.868
"3786",3786,11.441
"3787",3787,13.921
"3788",3788,11.958
"3789",3789,14.564
"3790",3790,11.341
"3791",3791,15.029
"3792",3792,15.793
"3793",3793,11.021
"3794",3794,12.439
"3795",3795,12.102
"3796",3796,14.901
"3797",3797,11.691
"3798",3798,14.23
"3799",3799,15.673
"3800",3800,12.836
"3801",3801,17.087
"3802",3802,16.13
"3803",3803,12.058
"3804",3804,10.817
"3805",3805,14.813
"3806",3806,15.852
"3807",3807,15.472
"3808",3808,13.258
"3809",3809,12.804
"3810",3810,12.746
"3811",3811,16.554
"3812",3812,13.027
"3813",3813,12.865
"3814",3814,15.225
"3815",3815,15.78
"3816",3816,11.952
"3817",3817,16.235
"3818",3818,12.425
"3819",3819,10.985
"3820",3820,11.106
"3821",3821,14.982
"3822",3822,11.33
"3823",3823,10.812
"3824",3824,16.676
"3825",3825,12.108
"3826",3826,12.013
"3827",3827,17.052
"3828",3828,14.815
"3829",3829,16.586
"3830",3830,12.83
"3831",3831,11.877
"3832",3832,16.442
"3833",3833,13.721
"3834",3834,12.619
"3835",3835,11.843
"3836",3836,13.34
"3837",3837,16.202
"3838",3838,14.442
"3839",3839,12.324
"3840",3840,14.103
"3841",3841,15.085
"3842",3842,15.282
"3843",3843,15.376
"3844",3844,16.104
"3845",3845,12.056
"3846",3846,15.696
"3847",3847,15.341
"3848",3848,16.991
"3849",3849,16.119
"3850",3850,14.055
"3851",3851,13.864
"3852",3852,15.426
"3853",3853,11.437
"3854",3854,16.564
"3855",3855,12.737
"3856",3856,15.686
"3857",3857,11.451
"3858",3858,16.975
"3859",3859,13.988
"3860",3860,13.617
"3861",3861,12.364
"3862",3862,15.554
"3863",3863,13.938
"3864",3864,13.969
"3865",3865,14.587
"3866",3866,15.987
"3867",3867,11.147
"3868",3868,16.337
"3869",3869,16.921
"3870",3870,13.522
"3871",3871,15.033
"3872",3872,14.763
"3873",3873,14.201
"3874",3874,10.969
"3875",3875,13.729
"3876",3876,14.698
"3877",3877,17.071
"3878",3878,12.495
"3879",3879,15.088
"3880",3880,13.662
"3881",3881,13.536
"3882",3882,13.712
"3883",3883,14.136
"3884",3884,13.211
"3885",3885,11.291
"3886",3886,13.682
"3887",3887,12.27
"3888",3888,11.937
"3889",3889,14.505
"3890",3890,10.921
"3891",3891,15.319
"3892",3892,16.473
"3893",3893,12.612
"3894",3894,14.08
"3895",3895,16.626
"3896",3896,16.744
"3897",3897,11.891
"3898",3898,11.648
"3899",3899,17.051
"3900",3900,16.535
"3901",3901,13.508
"3902",3902,14.738
"3903",3903,16
"3904",3904,15.296
"3905",3905,12.073
"3906",3906,13.192
"3907",3907,11.922
"3908",3908,10.864
"3909",3909,11.719
"3910",3910,16.657
"3911",3911,13.912
"3912",3912,12.897
"3913",3913,14.319
"3914",3914,15.576
"3915",3915,11.954
"3916",3916,13.032
"3917",3917,13.383
"3918",3918,11.567
"3919",3919,12.846
"3920",3920,13.134
"3921",3921,15.123
"3922",3922,12.912
"3923",3923,13.371
"3924",3924,13.821
"3925",3925,14.123
"3926",3926,15.33
"3927",3927,15.34
"3928",3928,12.183
"3929",3929,12.772
"3930",3930,14.232
"3931",3931,11.808
"3932",3932,16.007
"3933",3933,13.109
"3934",3934,16.81
"3935",3935,11.503
"3936",3936,14.364
"3937",3937,15.092
"3938",3938,14.938
"3939",3939,15.556
"3940",3940,15.186
"3941",3941,11.715
"3942",3942,16.702
"3943",3943,14.238
"3944",3944,11.201
"3945",3945,11.534
"3946",3946,12.052
"3947",3947,16.808
"3948",3948,15.404
"3949",3949,15.671
"3950",3950,11.524
